listing_id,price,nbhood_full,description,room_type,host_name,last_review,borough,neighborhood
32164433,175,"Manhattan, Chelsea",Chelsea Pre-War Arts Apartment,entire home/apt,Matthew,June 19 2019,Manhattan,Chelsea
32165536,100,"Brooklyn, Williamsburg",1 Bedroom - Fully Furnished - Williamsburg Loft,private room,Adam,June 19 2019,Brooklyn,Williamsburg
32165550,70,"Queens, Elmhurst",Your NY Home in a multicultural setting!,entire home/apt,Santiago,June 05 2019,Queens,Elmhurst
32166264,100,"Brooklyn, Bushwick",Private Bushwick room 15 mins from Manhattan,private room,Chen,May 16 2019,Brooklyn,Bushwick
32166672,180,"Manhattan, Upper West Side",Cozy apartment close to Central Park,private room,Florencio,May 14 2019,Manhattan,Upper West Side
32167255,98,"Brooklyn, Williamsburg","Bedroom in a cosy/ bright apartment, Williamsburg",private room,Otto,June 16 2019,Brooklyn,Williamsburg
32167684,96,"Manhattan, Greenwich Village",Sunny bedroom in Greenwich Village/SoHo!,private room,Molly,May 26 2019,Manhattan,Greenwich Village
32168090,167,"Brooklyn, Fort Greene",Brooklyn‚Äôs Finest in Fort Greene,entire home/apt,Akram,June 30 2019,Brooklyn,Fort Greene
32168744,85,"Manhattan, Harlem",Sunlit Spacious Bedroom,private room,Madeleine,May 29 2019,Manhattan,Harlem
32168942,500,"Manhattan, Chelsea",Luxury Modern Artist Chelsea Apartment,entire home/apt,Noemi,May 23 2019,Manhattan,Chelsea
32169418,98,"Queens, Woodside",Little Cottage,entire home/apt,Omar,June 26 2019,Queens,Woodside
32170868,125,"Brooklyn, East New York",Cozy Brooklyn Home close to the train! Non smoking,entire home/apt,Rosemary,July 01 2019,Brooklyn,East New York
32171100,75,"Manhattan, Washington Heights",Cozy Room in uptown Manhattan,private room,Josefina,July 02 2019,Manhattan,Washington Heights
32172621,99,"Manhattan, Chelsea",Private Room with Desk & Closet ‚ô• Best Location,private room,Thomas,June 17 2019,Manhattan,Chelsea
32176821,400,"Brooklyn, Williamsburg","Williamsburg Loft in Brooklyn, NYC. Sleeps 6-8.",entire home/apt,Sophie,April 26 2019,Brooklyn,Williamsburg
32178172,290,"Manhattan, Upper West Side",2BED 2 BATH/COLUMBUS CIRCLE/ BALCONY,entire home/apt,Emily,March 21 2019,Manhattan,Upper West Side
32179659,37,"Queens, Astoria",Cute room! 15mins to LGA 17mins to Midtown.,private room,Kazuya,May 31 2019,Queens,Astoria
32180213,80,"Manhattan, Harlem",Beautiful private room!,private room,Ruth,March 17 2019,Manhattan,Harlem
32180820,295,"Manhattan, Hell's Kitchen",Modern & Spacious 3 Bedroom  Apt in Times Square,entire home/apt,Alci,July 03 2019,Manhattan,Hell's Kitchen
32181226,160,"Manhattan, Financial District",Large Furnished Loft Financial District!!,entire home/apt,Glenn,June 15 2019,Manhattan,Financial District
32183028,45,"Queens, Ridgewood",Bright ‚Äòn Clean private room close to L M train!!,private room,Jose,June 11 2019,Queens,Ridgewood
32185458,245,"Brooklyn, Bedford-Stuyvesant",Renovated 3 bedroom/2 full bath duplex.,entire home/apt,Thomas,July 01 2019,Brooklyn,Bedford-Stuyvesant
32185689,80,"Brooklyn, Bushwick",Sunny private room in the heart of trendy Bushwick,private room,Dor,June 20 2019,Brooklyn,Bushwick
32185917,75,"Brooklyn, Clinton Hill",*NEW* Clinton Hill Room in Plant Filled Apartment,private room,Misty,May 13 2019,Brooklyn,Clinton Hill
32186906,145,"Queens, Sunnyside","Ottoman 3BR, 2Bath In Safest NYC w/ Balcony",entire home/apt,Mamun,June 24 2019,Queens,Sunnyside
32186945,100,"Manhattan, Midtown",Private Master Bedroom with Ensuite Bath HK,private room,Lauren,May 12 2019,Manhattan,Midtown
32187475,80,"Queens, Jackson Heights","Prime loc. Spacious, bright, clean, cozy room",private room,Eduardo,June 27 2019,Queens,Jackson Heights
32189288,100,"Manhattan, Chelsea",Gem in the heart of Manhattan,entire home/apt,EStelle,June 18 2019,Manhattan,Chelsea
32190090,250,"Manhattan, Hell's Kitchen","CLEAN, TIMES SQUARE ONE BEDROOM",entire home/apt,E,July 04 2019,Manhattan,Hell's Kitchen
32190629,100,"Queens, Long Island City",Charming Astoria,private room,Kristen,June 01 2019,Queens,Long Island City
32191213,418,"Brooklyn, Williamsburg",Boh√™me √† Williamsburg,entire home/apt,Sam,June 30 2019,Brooklyn,Williamsburg
32194564,110,"Brooklyn, Crown Heights",Master Suite in Brownstone with Garden & Fire Pit!,private room,Shanée & Ash,July 01 2019,Brooklyn,Crown Heights
32195520,140,"Queens, Long Island City",Cozy Apartment in long island city /Astoria,entire home/apt,Alejandro,May 21 2019,Queens,Long Island City
32201182,250,"Manhattan, Midtown",Beautiful 1BR in Heart of Midtown Manhattan,entire home/apt,Malvern,June 29 2019,Manhattan,Midtown
32203689,65,"Bronx, Mott Haven",A warm and friendly place!,entire home/apt,Leandro,June 18 2019,Bronx,Mott Haven
32206003,30,"Staten Island, Grant City",Spacious Rm for 1 near Hospital1 min Walk to Train,private room,Maria,June 29 2019,Staten Island,Grant City
32207083,69,"Manhattan, Harlem",Convent Ave & 127st Col Univ  RM 2,private room,Eliahu,April 10 2019,Manhattan,Harlem
32207090,69,"Manhattan, Harlem",Columbia UN Area 127 st And convent Ave,private room,Eliahu,June 25 2019,Manhattan,Harlem
32207337,69,"Manhattan, Harlem",Manhattan room 3 NYC 127 st and convent ave,shared room,Eliahu,April 23 2019,Manhattan,Harlem
32208121,140,"Brooklyn, Bedford-Stuyvesant",Ayos Abode,entire home/apt,Karin,May 06 2019,Brooklyn,Bedford-Stuyvesant
32209753,450,"Brooklyn, Crown Heights",One of a kind Loft in Brooklyn,entire home/apt,Saira,April 21 2019,Brooklyn,Crown Heights
32214068,220,"Manhattan, Murray Hill",~Stunning 3BR home~Legal Airbnb~Central Location~,entire home/apt,Matty,April 10 2019,Manhattan,Murray Hill
32214481,210,"Manhattan, Midtown",Elegant Studio-Loft in Flatiron / NoMad,entire home/apt,Matthew,May 23 2019,Manhattan,Midtown
32214783,58,"Brooklyn, Bushwick","Sunny Lofty Sanctuary in Artsy Bushwick, Guest BR",private room,April G,June 18 2019,Brooklyn,Bushwick
32218558,245,"Manhattan, Financial District",Sonder | Stock Exchange | Welcoming 1BR + Sofa Bed,entire home/apt,Sonder (NYC),May 19 2019,Manhattan,Financial District
32218659,245,"Manhattan, Financial District",Sonder | Stock Exchange | Amazing 1BR + Kitchen,entire home/apt,Sonder (NYC),June 18 2019,Manhattan,Financial District
32218803,200,"Manhattan, Financial District",Sonder | Wall Street | Quaint Studio + Kitchen,private room,Sonder (NYC),June 18 2019,Manhattan,Financial District
32219550,229,"Manhattan, Financial District",Sonder | Stock Exchange | Peaceful 1BR + Sofa Bed,entire home/apt,Sonder (NYC),June 21 2019,Manhattan,Financial District
32219678,204,"Manhattan, Financial District",Sonder | Wall Street | Quaint Studio + Laundry,private room,Sonder (NYC),April 29 2019,Manhattan,Financial District
32221325,100,"Brooklyn, Williamsburg",Corner Loft in Williamsburg,entire home/apt,Rhaynelina,April 15 2019,Brooklyn,Williamsburg
32222587,156,"Manhattan, East Harlem",Large Cozy Apartment.,entire home/apt,Claribel,June 22 2019,Manhattan,East Harlem
32222756,30,"Bronx, Kingsbridge",Cozy Room in Townhouse Apartment,private room,Bianca,April 30 2019,Bronx,Kingsbridge
32222783,240,"Brooklyn, Vinegar Hill",SHOOTS ONLY  Industrial Dumbo Warehouse Studio,entire home/apt,Michael,March 14 2019,Brooklyn,Vinegar Hill
32223111,132,"Brooklyn, Bedford-Stuyvesant",Clean/convenient apartment w/rooftop & gym.,entire home/apt,Brian,June 09 2019,Brooklyn,Bedford-Stuyvesant
32223114,130,"Brooklyn, Gravesend",Private 2BR near the beach and subway/has yard!!!,entire home/apt,Monika,July 05 2019,Brooklyn,Gravesend
32223317,404,"Manhattan, Financial District",Sonder | Stock Exchange | Premier 2BR + Laundry,entire home/apt,Sonder (NYC),May 27 2019,Manhattan,Financial District
32223854,234,"Manhattan, Financial District",Sonder | Stock Exchange | Classic 1BR + Kitchen,entire home/apt,Sonder (NYC),June 04 2019,Manhattan,Financial District
32224165,425,"Manhattan, Financial District",Sonder | Stock Exchange | Modern 2BR + Lounge,entire home/apt,Sonder (NYC),May 27 2019,Manhattan,Financial District
32224172,235,"Manhattan, Financial District",Sonder | Stock Exchange | Restful 1BR + Kitchen,entire home/apt,Sonder (NYC),June 24 2019,Manhattan,Financial District
32224211,503,"Manhattan, Financial District",Sonder | Stock Exchange | Calming 3BR + Sofa Bed,entire home/apt,Sonder (NYC),June 22 2019,Manhattan,Financial District
32224530,250,"Manhattan, Hell's Kitchen",Quiet Times Square Apartment,entire home/apt,Li,July 06 2019,Manhattan,Hell's Kitchen
32224599,40,"Queens, East Elmhurst",Descanza con plenitud,private room,Mary Luz,May 24 2019,Queens,East Elmhurst
32225184,258,"Manhattan, Financial District",Sonder | Wall Street | Calming 1BR + Laundry,private room,Sonder (NYC),May 12 2019,Manhattan,Financial District
32225186,392,"Manhattan, Financial District",Sonder | Stock Exchange | Tranquil 2BR + Lounge,entire home/apt,Sonder (NYC),May 13 2019,Manhattan,Financial District
32225187,375,"Manhattan, Financial District",Sonder | Wall Street | Dreamy 2BR + Laundry,private room,Sonder (NYC),June 23 2019,Manhattan,Financial District
32225188,231,"Manhattan, Financial District",Sonder | Stock Exchange | Private 1BR + Lounge,entire home/apt,Sonder (NYC),May 13 2019,Manhattan,Financial District
32225189,194,"Manhattan, Financial District",Sonder | Stock Exchange | Artsy Studio + Laundry,entire home/apt,Sonder (NYC),June 18 2019,Manhattan,Financial District
32225195,240,"Manhattan, Financial District",Sonder | Stock Exchange | Beautiful 1BR + Kitchen,entire home/apt,Sonder (NYC),June 20 2019,Manhattan,Financial District
32225197,229,"Manhattan, Financial District",Sonder | Stock Exchange | Private 1BR + Sofa Bed,entire home/apt,Sonder (NYC),May 17 2019,Manhattan,Financial District
32225203,230,"Manhattan, Financial District",Sonder | Stock Exchange | Upscale 1BR + Sofa Bed,entire home/apt,Sonder (NYC),June 16 2019,Manhattan,Financial District
32225206,472,"Manhattan, Financial District",Sonder | Stock Exchange | Original 3BR + Sofa Bed,entire home/apt,Sonder (NYC),June 15 2019,Manhattan,Financial District
32225207,256,"Manhattan, Financial District",Sonder | Wall Street | Distinct 1BR + Laundry,private room,Sonder (NYC),June 20 2019,Manhattan,Financial District
32226740,149,"Manhattan, Hell's Kitchen",Midtown 2BR w/ Patio! Central Park & Times Sq!,entire home/apt,Jhonnil,June 21 2019,Manhattan,Hell's Kitchen
32228971,40,"Queens, Forest Hills",big Room 25 min to time square,private room,John,June 08 2019,Queens,Forest Hills
32232502,95,"Manhattan, East Harlem",Private bedroom in a charming apartment,private room,Fa,May 26 2019,Manhattan,East Harlem
32232908,150,"Brooklyn, Williamsburg",Urban Zen in the Heart of Williamsburg,private room,Amanda,May 26 2019,Brooklyn,Williamsburg
32233982,51,"Queens, Woodside",Spacious Woodside room close to all transporations,private room,Kazuya,May 18 2019,Queens,Woodside
32234241,175,"Manhattan, West Village",Sunny and Charming Studio - Beautiful West Village,entire home/apt,Heather,July 01 2019,Manhattan,West Village
32234380,75,"Brooklyn, Williamsburg",Cozy spot in hipster East Williamsburg,shared room,Reesey,April 06 2019,Brooklyn,Williamsburg
32234672,125,"Manhattan, Washington Heights",Zen Den 1BR Uptown Oasis,entire home/apt,Matthew,February 18 2019,Manhattan,Washington Heights
32234982,200,"Bronx, Port Morris",Magical Mott Haven Loft,entire home/apt,Sherril,May 25 2019,Bronx,Port Morris
32235802,999,"Manhattan, West Village",Stable Room at Incentra Village Hotel,private room,Incentra,April 24 2019,Manhattan,West Village
32236518,454,"Manhattan, Financial District",Sonder | Stock Exchange | Expansive 3BR + Lounge,entire home/apt,Sonder (NYC),June 11 2019,Manhattan,Financial District
32236681,262,"Manhattan, Financial District",Sonder | Wall Street | Eclectic 1BR + Rooftop,private room,Sonder (NYC),June 05 2019,Manhattan,Financial District
32236951,472,"Manhattan, Financial District",Sonder | Stock Exchange | Incredible 3BR + Lounge,entire home/apt,Sonder (NYC),June 10 2019,Manhattan,Financial District
32237138,203,"Manhattan, Financial District",Sonder | Stock Exchange | Lively Studio + Kitchen,entire home/apt,Sonder (NYC),June 24 2019,Manhattan,Financial District
32237148,247,"Manhattan, Financial District",Sonder | Stock Exchange | Dreamy 1BR + Kitchen,entire home/apt,Sonder (NYC),May 28 2019,Manhattan,Financial District
32237240,377,"Manhattan, Financial District",Sonder | Stock Exchange | Dreamy 2BR + Sofa Bed,entire home/apt,Sonder (NYC),June 21 2019,Manhattan,Financial District
32237306,229,"Manhattan, Financial District",Sonder | Stock Exchange | Calming 1BR + Sofa Bed,entire home/apt,Sonder (NYC),June 23 2019,Manhattan,Financial District
32237394,234,"Manhattan, Financial District",Sonder | Stock Exchange | Private 1BR + Kitchen,entire home/apt,Sonder (NYC),June 16 2019,Manhattan,Financial District
32237413,503,"Manhattan, Financial District",Sonder | Stock Exchange | Expansive 3BR + Kitchen,entire home/apt,Sonder (NYC),May 28 2019,Manhattan,Financial District
32237469,228,"Manhattan, Financial District",Sonder | Stock Exchange | Welcoming 1BR + Laundry,entire home/apt,Sonder (NYC),May 18 2019,Manhattan,Financial District
32237493,404,"Manhattan, Financial District",Sonder | Stock Exchange | Serene 2BR + Sofa Bed,entire home/apt,Sonder (NYC),June 09 2019,Manhattan,Financial District
32237560,252,"Manhattan, Financial District",Sonder | Wall Street | Simple 1BR + Kitchen,entire home/apt,Sonder (NYC),June 19 2019,Manhattan,Financial District
32237566,229,"Manhattan, Financial District",Sonder | Stock Exchange | Simple 1BR + Laundry,entire home/apt,Sonder (NYC),May 26 2019,Manhattan,Financial District
32237634,431,"Manhattan, Financial District",Sonder | Stock Exchange | Premier 2BR + Lounge,entire home/apt,Sonder (NYC),June 14 2019,Manhattan,Financial District
32237640,412,"Manhattan, Financial District",Sonder | Stock Exchange | Premier 2BR + Kitchen,entire home/apt,Sonder (NYC),June 14 2019,Manhattan,Financial District
32237692,403,"Manhattan, Financial District",Sonder | Stock Exchange | Tranquil 2BR + Kitchen,entire home/apt,Sonder (NYC),June 16 2019,Manhattan,Financial District
32237736,229,"Manhattan, Financial District",Sonder | Stock Exchange | Bold 1BR + Kitchen,entire home/apt,Sonder (NYC),June 13 2019,Manhattan,Financial District
32237768,227,"Manhattan, Financial District",Sonder | Stock Exchange | Bright 1BR + Laundry,entire home/apt,Sonder (NYC),June 05 2019,Manhattan,Financial District
32237811,205,"Manhattan, Financial District",Sonder | Stock Exchange | Design Studio + Laundry,entire home/apt,Sonder (NYC),June 24 2019,Manhattan,Financial District
32238040,85,"Manhattan, Harlem",Feminine room in Manhattan. 1 stop to midtown.,private room,Alexandra,May 09 2019,Manhattan,Harlem
32238106,194,"Manhattan, Financial District",Sonder | Stock Exchange | Modern Studio + Kitchen,entire home/apt,Sonder (NYC),June 13 2019,Manhattan,Financial District
32238131,214,"Manhattan, Financial District",Sonder | Stock Exchange | Simple 1BR + Sofa Bed,entire home/apt,Sonder (NYC),June 11 2019,Manhattan,Financial District
32238198,229,"Manhattan, Financial District",Sonder | Stock Exchange | Chic 1BR + Sofa Bed,entire home/apt,Sonder (NYC),May 13 2019,Manhattan,Financial District
32238229,185,"Manhattan, Financial District",Sonder | Stock Exchange | Warm Studio + Kitchen,entire home/apt,Sonder (NYC),May 26 2019,Manhattan,Financial District
32238253,234,"Manhattan, Financial District",Sonder | Stock Exchange | Airy 1BR + Lounge,entire home/apt,Sonder (NYC),June 18 2019,Manhattan,Financial District
32238307,201,"Manhattan, Financial District",Sonder | Stock Exchange | Classic Studio + Laundry,entire home/apt,Sonder (NYC),June 21 2019,Manhattan,Financial District
32238324,229,"Manhattan, Financial District",Sonder | Stock Exchange | Chic 1BR + Laundry,entire home/apt,Sonder (NYC),May 21 2019,Manhattan,Financial District
32238387,244,"Manhattan, Financial District",Sonder | Stock Exchange | Central 1BR + Sofa Bed,entire home/apt,Sonder (NYC),May 27 2019,Manhattan,Financial District
32238391,227,"Manhattan, Financial District",Sonder | Stock Exchange | Lively 1BR + Lounge,entire home/apt,Sonder (NYC),June 11 2019,Manhattan,Financial District
32238462,451,"Manhattan, Financial District",Sonder | Stock Exchange | Sleek 3BR + Sofa Bed,entire home/apt,Sonder (NYC),June 21 2019,Manhattan,Financial District
32238473,241,"Manhattan, Financial District",Sonder | Stock Exchange | Sleek Studio + Kitchen,entire home/apt,Sonder (NYC),June 12 2019,Manhattan,Financial District
32238548,252,"Manhattan, Financial District",Sonder | Stock Exchange | Lovely 1BR + Lounge,entire home/apt,Sonder (NYC),June 21 2019,Manhattan,Financial District
32238621,250,"Manhattan, Financial District",Sonder | Stock Exchange | Playful 1BR + Laundry,entire home/apt,Sonder (NYC),June 23 2019,Manhattan,Financial District
32238694,419,"Manhattan, Midtown",Midtown 2 Bed Large Full Kitchen & Free Breakfast,entire home/apt,Roman,June 21 2019,Manhattan,Midtown
32238730,505,"Manhattan, Financial District",Sonder | Stock Exchange | Original 3BR + Lounge,entire home/apt,Sonder (NYC),June 14 2019,Manhattan,Financial District
32238809,228,"Manhattan, Financial District",Sonder | Stock Exchange | Distinct 1BR + Kitchen,entire home/apt,Sonder (NYC),June 19 2019,Manhattan,Financial District
32238821,242,"Manhattan, Financial District",Sonder | Stock Exchange | Unique 1BR + Laundry,entire home/apt,Sonder (NYC),June 16 2019,Manhattan,Financial District
32238933,175,"Brooklyn, Clinton Hill",Charming & Spacious Loft in Clinton Hill,entire home/apt,Elsa,June 30 2019,Brooklyn,Clinton Hill
32239033,221,"Manhattan, Financial District",Sonder | Stock Exchange | Smart 1BR + Kitchen,entire home/apt,Sonder (NYC),June 24 2019,Manhattan,Financial District
32239034,203,"Manhattan, Financial District",Sonder | Stock Exchange | Quaint Studio + Lounge,entire home/apt,Sonder (NYC),June 20 2019,Manhattan,Financial District
32239035,228,"Manhattan, Financial District",Sonder | Stock Exchange | Peaceful 1BR + Lounge,entire home/apt,Sonder (NYC),June 13 2019,Manhattan,Financial District
32239039,215,"Manhattan, Financial District",Sonder | Stock Exchange | Smart 1BR + Sofa Bed,entire home/apt,Sonder (NYC),June 11 2019,Manhattan,Financial District
32239551,198,"Manhattan, Financial District",Sonder | Stock Exchange | Classic Studio + Kitchen,entire home/apt,Sonder (NYC),May 13 2019,Manhattan,Financial District
32239640,468,"Manhattan, Financial District",Sonder | Stock Exchange | Tasteful 3BR + Kitchen,entire home/apt,Sonder (NYC),June 21 2019,Manhattan,Financial District
32239738,227,"Manhattan, Financial District",Sonder | Stock Exchange | Lively 1BR + Laundry,entire home/apt,Sonder (NYC),April 27 2019,Manhattan,Financial District
32239944,236,"Manhattan, Financial District",Sonder | Stock Exchange | Unique 1BR + Sofa Bed,entire home/apt,Sonder (NYC),June 05 2019,Manhattan,Financial District
32239950,244,"Manhattan, Financial District",Sonder | Stock Exchange | Playful 1BR + Sofa Bed,entire home/apt,Sonder (NYC),June 14 2019,Manhattan,Financial District
32240076,248,"Manhattan, Financial District",Sonder | Stock Exchange | Lovely 1BR + Sofa Bed,entire home/apt,Sonder (NYC),June 17 2019,Manhattan,Financial District
32240110,241,"Manhattan, Financial District",Sonder | Stock Exchange | Artsy 1BR + Laundry,entire home/apt,Sonder (NYC),June 16 2019,Manhattan,Financial District
32240183,390,"Manhattan, Financial District",Sonder | Stock Exchange | Serene 2BR + Kitchen,entire home/apt,Sonder (NYC),June 20 2019,Manhattan,Financial District
32240186,230,"Manhattan, Financial District",Sonder | Stock Exchange | Unique 1BR + Kitchen,entire home/apt,Sonder (NYC),June 16 2019,Manhattan,Financial District
32240388,230,"Manhattan, Financial District",Sonder | Stock Exchange | Classic 1BR + Sofa Bed,entire home/apt,Sonder (NYC),June 10 2019,Manhattan,Financial District
32240417,227,"Manhattan, Financial District",Sonder | Stock Exchange | Airy 1BR + Kitchen,entire home/apt,Sonder (NYC),June 16 2019,Manhattan,Financial District
32240476,214,"Manhattan, Financial District",Sonder | Stock Exchange | Simple 1BR + Lounge,entire home/apt,Sonder (NYC),June 20 2019,Manhattan,Financial District
32240488,188,"Manhattan, Financial District",Sonder | Stock Exchange | Artsy Studio + Kitchen,entire home/apt,Sonder (NYC),April 12 2019,Manhattan,Financial District
32240533,247,"Manhattan, Financial District",Sonder | Stock Exchange | Playful 1BR + Lounge,entire home/apt,Sonder (NYC),May 14 2019,Manhattan,Financial District
32240537,220,"Manhattan, Financial District",Sonder | Stock Exchange | Delightful 1BR + Kitchen,entire home/apt,Sonder (NYC),May 27 2019,Manhattan,Financial District
32240590,196,"Manhattan, Financial District",Sonder | Stock Exchange | Stylish Studio + Kitchen,entire home/apt,Sonder (NYC),June 11 2019,Manhattan,Financial District
32240603,218,"Manhattan, Financial District",Sonder | Stock Exchange | Bold 1BR + Lounge,entire home/apt,Sonder (NYC),June 23 2019,Manhattan,Financial District
32240776,130,"Brooklyn, Bedford-Stuyvesant",Cozy Escape in the thriving heart of Bed-Stuy,entire home/apt,Beryl,July 07 2019,Brooklyn,Bedford-Stuyvesant
32240788,396,"Manhattan, Financial District",Sonder | Stock Exchange | Serene 2BR + Lounge,entire home/apt,Sonder (NYC),June 24 2019,Manhattan,Financial District
32240812,214,"Manhattan, Financial District",Sonder | Stock Exchange | Lovely 1BR + Kitchen,entire home/apt,Sonder (NYC),May 26 2019,Manhattan,Financial District
32240870,50,"Brooklyn, Windsor Terrace","Bright, nice size room in beautiful Brooklyn apt.",private room,Murat,June 24 2019,Brooklyn,Windsor Terrace
32240873,196,"Manhattan, Financial District",Sonder | Stock Exchange | Classic Studio + Lounge,entire home/apt,Sonder (NYC),June 18 2019,Manhattan,Financial District
32240896,380,"Manhattan, Financial District",Sonder | Stock Exchange | Premier 2BR + Sofa Bed,entire home/apt,Sonder (NYC),June 20 2019,Manhattan,Financial District
32240933,229,"Manhattan, Financial District",Sonder | Stock Exchange | Lively 1BR + Kitchen,entire home/apt,Sonder (NYC),June 23 2019,Manhattan,Financial District
32240966,498,"Manhattan, Financial District",Sonder | Stock Exchange | Sleek 3BR + Lounge,entire home/apt,Sonder (NYC),June 11 2019,Manhattan,Financial District
32240970,215,"Manhattan, Financial District",Sonder | Stock Exchange | Dashing 1BR + Kitchen,entire home/apt,Sonder (NYC),June 13 2019,Manhattan,Financial District
32241019,231,"Manhattan, Financial District",Sonder | Stock Exchange | Smart 1BR + Laundry,entire home/apt,Sonder (NYC),June 02 2019,Manhattan,Financial District
32241027,234,"Manhattan, Financial District",Sonder | Stock Exchange | Distinct 1BR + Sofa Bed,entire home/apt,Sonder (NYC),June 19 2019,Manhattan,Financial District
32241060,212,"Manhattan, Financial District",Sonder | Stock Exchange | Bright 1BR + Kitchen,entire home/apt,Sonder (NYC),May 31 2019,Manhattan,Financial District
32241096,228,"Manhattan, Financial District",Sonder | Stock Exchange | Sunny 1BR + Sofa Bed,entire home/apt,Sonder (NYC),May 29 2019,Manhattan,Financial District
32241117,214,"Manhattan, Financial District",Sonder | Stock Exchange | Glam 1BR + Sofa Bed,entire home/apt,Sonder (NYC),June 11 2019,Manhattan,Financial District
32241142,214,"Manhattan, Financial District",Sonder | Stock Exchange | Tranquil 1BR + Kitchen,entire home/apt,Sonder (NYC),May 25 2019,Manhattan,Financial District
32241163,201,"Manhattan, Financial District",Sonder | Stock Exchange | Dreamy Studio + Lounge,entire home/apt,Sonder (NYC),June 14 2019,Manhattan,Financial District
32241185,214,"Manhattan, Financial District",Sonder | Stock Exchange | Bright 1BR + Sofa Bed,entire home/apt,Sonder (NYC),June 08 2019,Manhattan,Financial District
32241235,235,"Manhattan, Financial District",Sonder | Stock Exchange | Airy 1BR + Laundry,entire home/apt,Sonder (NYC),June 11 2019,Manhattan,Financial District
32241239,165,"Brooklyn, Flatlands",Sun drenched modern stylish 2 bedroom apt near all,entire home/apt,Clement & Rose,June 19 2019,Brooklyn,Flatlands
32241242,256,"Manhattan, Financial District",Sonder | Stock Exchange | Playful 1BR + Kitchen,entire home/apt,Sonder (NYC),June 23 2019,Manhattan,Financial District
32241284,248,"Manhattan, Financial District",Sonder | Stock Exchange | Lovely 1BR + Laundry,entire home/apt,Sonder (NYC),June 23 2019,Manhattan,Financial District
32241288,216,"Manhattan, Financial District",Sonder | Stock Exchange | Lively 1BR + Sofa Bed,entire home/apt,Sonder (NYC),June 22 2019,Manhattan,Financial District
32241577,223,"Manhattan, Financial District",Sonder | Stock Exchange | Chic 1BR + Kitchen,entire home/apt,Sonder (NYC),June 01 2019,Manhattan,Financial District
32241600,229,"Manhattan, Financial District",Sonder | Stock Exchange | Pristine 1BR + Kitchen,entire home/apt,Sonder (NYC),June 17 2019,Manhattan,Financial District
32242139,200,"Brooklyn, Park Slope",Sun-Drenched 1 BR/1BA near Grand Army Plaza #10313,entire home/apt,Marissa,June 29 2019,Brooklyn,Park Slope
32242353,110,"Brooklyn, Bedford-Stuyvesant",Private Room in Stunning Apartment,private room,Jae,May 14 2019,Brooklyn,Bedford-Stuyvesant
32242848,55,"Queens, Fresh Meadows",Summer room  Â§è,private room,George,July 01 2019,Queens,Fresh Meadows
32244500,65,"Brooklyn, Bushwick",Bushwick APT with big bright room/private backyard,private room,Stephanie,April 21 2019,Brooklyn,Bushwick
32244701,150,"Manhattan, Hell's Kitchen",Quiet 1bedroom apartment,entire home/apt,V,June 23 2019,Manhattan,Hell's Kitchen
32244865,100,"Brooklyn, Flatbush",LARGE Trendy Studio!!!,entire home/apt,Lc,June 03 2019,Brooklyn,Flatbush
32245235,68,"Manhattan, East Village",Quiet Private Room in the Exciting East Village!,private room,Joseph,July 03 2019,Manhattan,East Village
32250920,100,"Brooklyn, Williamsburg",The Berry - Hip in the heart of Williamsburg.,entire home/apt,Adam,June 30 2019,Brooklyn,Williamsburg
32251219,215,"Brooklyn, Bedford-Stuyvesant",Urban Casita,entire home/apt,Heather & Alex,June 17 2019,Brooklyn,Bedford-Stuyvesant
32251904,65,"Queens, Flushing",Mary Sweet Home,private room,Marysell,March 10 2019,Queens,Flushing
32252006,85,"Queens, Ditmars Steinway",Upper Ditmars Top FL of Home with Patio,entire home/apt,Chris,April 01 2019,Queens,Ditmars Steinway
32252190,50,"Queens, Fresh Meadows",Fall room  Áßã,private room,George,July 08 2019,Queens,Fresh Meadows
32253160,255,"Queens, Fresh Meadows",Family House ÊóÖË°åÂÆ¢Ê†à,entire home/apt,George,June 17 2019,Queens,Fresh Meadows
32260219,300,"Queens, Elmhurst",private room for up to 2 guests,private room,Lizhen,February 18 2019,Queens,Elmhurst
32260853,75,"Brooklyn, Williamsburg",Room in Williamsburg w/ private full bathroom,private room,Luke,May 06 2019,Brooklyn,Williamsburg
32263166,50,"Bronx, Tremont",Welcome to my Lovely Studio.,shared room,Denny,May 19 2019,Bronx,Tremont
32264646,64,"Brooklyn, Crown Heights",the haven,entire home/apt,Nitzan,March 09 2019,Brooklyn,Crown Heights
32266199,225,"Manhattan, Tribeca",2400 sq. ft. Luxury Tribeca Loft,private room,Cuitlahuac,March 21 2019,Manhattan,Tribeca
32267097,50,"Brooklyn, Greenpoint",Cozy room in brand new condo with rooftop & gym,private room,Esteban,June 23 2019,Brooklyn,Greenpoint
32267833,35,"Bronx, Parkchester",Bright room in a spacious apartment,private room,Ismael,June 03 2019,Bronx,Parkchester
32270481,211,"Manhattan, East Village",Private Apartment in the Heart of East Village,entire home/apt,Chin,July 07 2019,Manhattan,East Village
32270656,95,"Queens, Sunnyside",Sweet Studio Apartment in Sunnyside,entire home/apt,Steve,July 01 2019,Queens,Sunnyside
32271293,52,"Manhattan, Harlem",Cozy/ smallish  on 143 st & Broadway,private room,Marlon,June 21 2019,Manhattan,Harlem
